Dniva;AGI
Dniva6275;AT2G29735
Dniva8072;AT2G29760
Dniva14390;AT2G29900
Dniva6703;AT2G29940
Dniva6694;AT2G30010
Dniva6721;AT2G30040
Dniva6714;AT2G30070
Dniva6722;AT2G30080
Dniva6732;AT2G30090
Dniva6726;AT2G30100
Dniva6727;AT2G30105
Dniva6728;AT2G30130
Dniva6738;AT2G30200
Dniva6735;AT2G30230
Dniva6740;AT2G30250
Dniva6742;AT2G30270
Dniva20935;AT2G30290
Dniva6748;AT2G30300
Dniva6750;AT2G30320
Dniva6751;AT2G30330
Dniva6747;AT2G30340
Dniva6752;AT2G30360
Dniva6754;AT2G30380
Dniva32887;AT2G30390
Dniva6771;AT2G30400
Dniva6762;AT2G30470
Dniva6764;AT2G30490
Dniva6789;AT2G30505
Dniva6787;AT2G30520
Dniva6783;AT2G30530
Dniva15401;AT2G30570
Dniva6785;AT2G30590
Dniva17925;AT2G30615
Dniva6809;AT2G30630
Dniva6804;AT2G30700
Dniva6810;AT2G30710
Dniva6808;AT2G30720
Dniva6844;AT2G30860
Dniva6846;AT2G30870
Dniva6837;AT2G30930
Dniva31106;AT2G31040
Dniva31110;AT2G31070
Dniva31114;AT2G31081
Dniva31133;AT2G31082
Dniva31111;AT2G31100
Dniva31112;AT2G31110
Dniva31119;AT2G31140
Dniva31130;AT2G31160
Dniva31105;AT2G31170
Dniva31102;AT2G31180
Dniva31116;AT2G31200
Dniva31123;AT2G31210
Dniva31051;AT2G31230
Dniva31063;AT2G31260
Dniva31080;AT2G31270
Dniva31082;AT2G31310
Dniva31055;AT2G31320
Dniva31097;AT2G31335
Dniva31081;AT2G31340
Dniva31098;AT2G31345
Dniva31089;AT2G31380
Dniva31072;AT2G31410
Dniva31052;AT2G31480
Dniva31094;AT2G31490
Dniva31083;AT2G31500
Dniva31093;AT2G31530
Dniva31050;AT2G31570
Dniva19991;AT2G31670
Dniva31060;AT2G31680
Dniva31056;AT2G31740
Dniva31079;AT2G31750
Dniva31030;AT2G31790
Dniva30984;AT2G31800
Dniva31022;AT2G31810
Dniva31014;AT2G31880
Dniva31001;AT2G31890
Dniva30990;AT2G31900
Dniva31028;AT2G31930
Dniva31046;AT2G31940
Dniva31026;AT2G31970
Dniva30993;AT2G32000
Dniva30996;AT2G32030
Dniva31018;AT2G32040
Dniva31007;AT2G32050
Dniva30992;AT2G32080
Dniva31017;AT2G32090
Dniva31025;AT2G32150
Dniva30931;AT2G32270
Dniva30935;AT2G32275
Dniva30963;AT2G32290
Dniva30940;AT2G32350
Dniva30957;AT2G32360
Dniva30949;AT2G32510
Dniva30982;AT2G32580
Dniva31029;AT2G32590
Dniva31023;AT2G32640
Dniva30977;AT2G32785
Dniva30978;AT2G32788
Dniva30904;AT2G32800
Dniva30879;AT2G32810
Dniva30875;AT2G32890
Dniva30906;AT2G32900
Dniva33533;AT2G32910
Dniva30882;AT2G32940
Dniva30912;AT2G32950
Dniva30905;AT2G32960
Dniva30884;AT2G32980
Dniva30899;AT2G33040
Dniva30918;AT2G33180
Dniva30919;AT2G33190
Dniva30867;AT2G33250
Dniva30831;AT2G33260
Dniva30856;AT2G33270
Dniva30839;AT2G33380
Dniva30845;AT2G33400
Dniva30872;AT2G33410
Dniva30862;AT2G33435
Dniva30846;AT2G33460
Dniva6923;AT2G33520
Dniva6920;AT2G33550
Dniva6904;AT2G33570
Dniva6905;AT2G33590
Dniva6903;AT2G33610
Dniva6886;AT2G33640
Dniva16715;AT2G33655
Dniva6887;AT2G33700
Dniva6892;AT2G33730
Dniva6894;AT2G33760
Dniva6891;AT2G33770
Dniva956;AT2G33796
Dniva6925;AT2G33810
Dniva6934;AT2G33830
Dniva6932;AT2G33835
Dniva6927;AT2G33840
Dniva6924;AT2G33845
Dniva6937;AT2G33850
Dniva6938;AT2G33855
Dniva6930;AT2G33860
Dniva6948;AT2G33990
Dniva6960;AT2G34000
Dniva6943;AT2G34060
Dniva6980;AT2G34090
Dniva6968;AT2G34190
Dniva6971;AT2G34260
Dniva6975;AT2G34330
Dniva7030;AT2G34370
Dniva7027;AT2G34520
Dniva6999;AT2G34570
Dniva7002;AT2G34585
Dniva6989;AT2G34620
Dniva6990;AT2G34630
Dniva6996;AT2G34640
Dniva7066;AT2G34650
Dniva7067;AT2G34680
Dniva7069;AT2G34700
Dniva7085;AT2G34810
Dniva7089;AT2G34870
Dniva7097;AT2G34900
Dniva7117;AT2G34925
Dniva7109;AT2G34930
Dniva7095;AT2G34960
Dniva7112;AT2G35000
Dniva7111;AT2G35030
Dniva7104;AT2G35035
Dniva7131;AT2G35100
Dniva7129;AT2G35110
Dniva7130;AT2G35130
Dniva7134;AT2G35150
Dniva7120;AT2G35190
Dniva7135;AT2G35200
Dniva7137;AT2G35215
Dniva7143;AT2G35260
Dniva7165;AT2G35270
Dniva7164;AT2G35290
Dniva7159;AT2G35320
Dniva7154;AT2G35350
Dniva7142;AT2G35380
Dniva7140;AT2G35410
Dniva7210;AT2G35420
Dniva7207;AT2G35450
Dniva7223;AT2G35460
Dniva7204;AT2G35470
Dniva7201;AT2G35490
Dniva7196;AT2G35500
Dniva7214;AT2G35530
Dniva7205;AT2G35610
Dniva7221;AT2G35612
Dniva7168;AT2G35640
Dniva7171;AT2G35650
Dniva7173;AT2G35660
Dniva7191;AT2G35700
Dniva7230;AT2G35720
Dniva7229;AT2G35760
Dniva7227;AT2G35765
Dniva7237;AT2G35790
Dniva7235;AT2G35800
Dniva7249;AT2G35910
Dniva7274;AT2G35980
Dniva7259;AT2G35990
Dniva7270;AT2G36020
Dniva7275;AT2G36026
Dniva7288;AT2G36050
Dniva7285;AT2G36080
Dniva7289;AT2G36100
Dniva7281;AT2G36130
Dniva7276;AT2G36145
Dniva7293;AT2G36210
Dniva7284;AT2G36220
Dniva7314;AT2G36230
Dniva7306;AT2G36240
Dniva18832;AT2G36255
Dniva7308;AT2G36290
Dniva7307;AT2G36295
Dniva7321;AT2G36300
Dniva7305;AT2G36320
Dniva7984;AT2G36325
Dniva7331;AT2G36370
Dniva7339;AT2G36400
Dniva7330;AT2G36410
Dniva7325;AT2G36420
Dniva7326;AT2G36430
Dniva7350;AT2G36440
Dniva7343;AT2G36450
Dniva7409;AT2G36470
Dniva7381;AT2G36570
Dniva7382;AT2G36610
Dniva7398;AT2G36630
Dniva7406;AT2G36670
Dniva6859;AT2G36695
Dniva7368;AT2G36730
Dniva7367;AT2G36810
Dniva7360;AT2G36835
Dniva7365;AT2G36850
Dniva7364;AT2G36870
Dniva7442;AT2G36890
Dniva7445;AT2G36910
Dniva7455;AT2G36930
Dniva7444;AT2G36950
Dniva7443;AT2G36970
Dniva7449;AT2G36980
Dniva7465;AT2G36985
Dniva7453;AT2G36990
Dniva7440;AT2G37030
Dniva7437;AT2G37035
Dniva7417;AT2G37050
Dniva7476;AT2G37090
Dniva7469;AT2G37110
Dniva7482;AT2G37130
Dniva7483;AT2G37200
Dniva7484;AT2G37230
Dniva7486;AT2G37240
Dniva7468;AT2G37250
Dniva7500;AT2G37330
Dniva11199;AT2G37435
Dniva7569;AT2G37530
Dniva7543;AT2G37540
Dniva7559;AT2G37570
Dniva7537;AT2G37580
Dniva7534;AT2G37585
Dniva7531;AT2G37590
Dniva7570;AT2G37610
Dniva7565;AT2G37630
Dniva7542;AT2G37640
Dniva7553;AT2G37660
Dniva7556;AT2G37680
Dniva7541;AT2G37730
Dniva7566;AT2G37740
Dniva7595;AT2G37750
Dniva7582;AT2G37870
Dniva7584;AT2G37880
Dniva7621;AT2G37920
Dniva7628;AT2G37925
Dniva7615;AT2G37950
Dniva7605;AT2G37970
Dniva7601;AT2G37990
Dniva7619;AT2G38025
Dniva7608;AT2G38050
Dniva7600;AT2G38080
Dniva7598;AT2G38090
Dniva7614;AT2G38100
Dniva7610;AT2G38110
Dniva7633;AT2G38140
Dniva7642;AT2G38150
Dniva7643;AT2G38152
Dniva7645;AT2G38240
Dniva7654;AT2G38250
Dniva7671;AT2G38270
Dniva7664;AT2G38300
Dniva7675;AT2G38310
Dniva7657;AT2G38320
Dniva7660;AT2G38330
Dniva7674;AT2G38340
Dniva7670;AT2G38360
Dniva7704;AT2G38400
Dniva7719;AT2G38410
Dniva7710;AT2G38420
Dniva7718;AT2G38465
Dniva7708;AT2G38470
Dniva7726;AT2G38490
Dniva7717;AT2G38500
Dniva7715;AT2G38510
Dniva7744;AT2G38550
Dniva7746;AT2G38560
Dniva7750;AT2G38640
Dniva7742;AT2G38670
Dniva7762;AT2G38680
Dniva7738;AT2G38720
Dniva7759;AT2G38740
Dniva7761;AT2G38750
Dniva7753;AT2G38770
Dniva7769;AT2G38790
Dniva7793;AT2G38823
Dniva7772;AT2G38840
Dniva7776;AT2G38880
Dniva7789;AT2G38910
Dniva7834;AT2G38950
Dniva7847;AT2G39000
Dniva7839;AT2G39050
Dniva7851;AT2G39060
Dniva7857;AT2G39080
Dniva7850;AT2G39090
Dniva7835;AT2G39140
Dniva7854;AT2G39170
Dniva7862;AT2G39180
Dniva7833;AT2G39190
Dniva7856;AT2G39200
Dniva7848;AT2G39210
Dniva7959;AT2G39260
Dniva7944;AT2G39270
Dniva7946;AT2G39290
Dniva7945;AT2G39340
Dniva7974;AT2G39360
Dniva7960;AT2G39450
Dniva7969;AT2G39490
Dniva7950;AT2G39500
Dniva7930;AT2G39510
Dniva7926;AT2G39518
Dniva14947;AT2G39540
Dniva7915;AT2G39550
Dniva7936;AT2G39560
Dniva7925;AT2G39650
Dniva7919;AT2G39660
Dniva7916;AT2G39670
Dniva7928;AT2G39730
Dniva7820;AT2G39805
Dniva7803;AT2G39810
Dniva7807;AT2G39820
Dniva7817;AT2G39830
Dniva7812;AT2G39850
Dniva7801;AT2G39851
Dniva7808;AT2G39870
Dniva8069;AT2G39910
Dniva8064;AT2G39930
Dniva31311;AT2G39960
Dniva8077;AT2G39970
Dniva8073;AT2G39975
Dniva8096;AT2G39980
Dniva8084;AT2G39990
Dniva8068;AT2G40060
Dniva8086;AT2G40085
Dniva8083;AT2G40090
Dniva7877;AT2G40100
Dniva7874;AT2G40110
Dniva7882;AT2G40113
Dniva7884;AT2G40170
Dniva7891;AT2G40180
Dniva7872;AT2G40200
Dniva7904;AT2G40220
Dniva7890;AT2G40230
Dniva7892;AT2G40280
Dniva7898;AT2G40300
Dniva7979;AT2G40320
Dniva8009;AT2G40330
Dniva7976;AT2G40390
Dniva7978;AT2G40435
Dniva7980;AT2G40460
Dniva7989;AT2G40480
Dniva7991;AT2G40490
Dniva8027;AT2G40550
Dniva8035;AT2G40610
Dniva8039;AT2G40620
Dniva8045;AT2G40650
Dniva8028;AT2G40660
Dniva8021;AT2G40720
Dniva8037;AT2G40730
Dniva8034;AT2G40750
Dniva8023;AT2G40760
Dniva8025;AT2G40840
Dniva8014;AT2G40880
Dniva8050;AT2G40890
Dniva8139;AT2G40900
Dniva1267;AT2G40940
Dniva8155;AT2G40970
Dniva8099;AT2G40980
Dniva8138;AT2G40990
Dniva8151;AT2G41010
Dniva8112;AT2G41040
Dniva8104;AT2G41130
Dniva8145;AT2G41160
Dniva8125;AT2G41180
Dniva8140;AT2G41190
Dniva8153;AT2G41230
Dniva8134;AT2G41250
Dniva8157;AT2G41330
Dniva8154;AT2G41342
Dniva8107;AT2G41350
Dniva175;AT2G41380
Dniva203;AT2G41420
Dniva198;AT2G41475
Dniva196;AT2G41480
Dniva236;AT2G41510
Dniva194;AT2G41530
Dniva199;AT2G41550
Dniva246;AT2G41660
Dniva180;AT2G41680
Dniva216;AT2G41690
Dniva210;AT2G41750
Dniva222;AT2G41760
Dniva206;AT2G41800
Dniva185;AT2G41830
Dniva183;AT2G41835
Dniva179;AT2G41870
Dniva176;AT2G41890
Dniva226;AT2G41900
Dniva254;AT2G41905
Dniva218;AT2G41940
Dniva217;AT2G41950
Dniva120;AT2G41970
Dniva32178;AT2G41990
Dniva121;AT2G42030
Dniva139;AT2G42040
Dniva165;AT2G42060
Dniva134;AT2G42065
Dniva125;AT2G42080
Dniva127;AT2G42110
Dniva122;AT2G42120
Dniva168;AT2G42140
Dniva145;AT2G42150
Dniva123;AT2G42180
Dniva146;AT2G42200
Dniva149;AT2G42220
Dniva124;AT2G42250
Dniva109;AT2G42290
Dniva154;AT2G42310
Dniva112;AT2G42390
Dniva3950;AT2G42395
Dniva107;AT2G42400
Dniva137;AT2G42430
Dniva110;AT2G42440
Dniva132;AT2G42450
Dniva10772;AT2G42455
Dniva131;AT2G42465
Dniva83;AT2G42490
Dniva91;AT2G42560
Dniva92;AT2G42570
Dniva98;AT2G42590
Dniva100;AT2G42620
Dniva87;AT2G42660
Dniva1492;AT2G42670
Dniva1490;AT2G42690
Dniva1509;AT2G42700
Dniva1513;AT2G42710
Dniva1504;AT2G42750
Dniva1503;AT2G42760
Dniva1506;AT2G42770
Dniva1502;AT2G42800
Dniva1491;AT2G42810
Dniva1497;AT2G42820
Dniva1505;AT2G42830
Dniva1489;AT2G42840
Dniva1507;AT2G42850
Dniva1512;AT2G42860
Dniva1526;AT2G42870
Dniva1496;AT2G42880
Dniva1730;AT2G42975
Dniva1721;AT2G42990
Dniva1722;AT2G43050
Dniva1713;AT2G43070
Dniva1733;AT2G43100
Dniva1724;AT2G43120
Dniva1709;AT2G43130
Dniva2234;AT2G43235
Dniva2250;AT2G43250
Dniva2276;AT2G43310
Dniva2259;AT2G43330
Dniva2257;AT2G43340
Dniva23032;AT2G43390
Dniva2241;AT2G43420
Dniva2246;AT2G43430
Dniva2248;AT2G43470
Dniva2252;AT2G43480
Dniva2268;AT2G43510
Dniva2260;AT2G43550
Dniva2228;AT2G43560
Dniva1962;AT2G43630
Dniva1974;AT2G43650
Dniva1973;AT2G43800
Dniva1935;AT2G43900
Dniva1951;AT2G43980
Dniva1972;AT2G43990
Dniva1985;AT2G44080
Dniva1551;AT2G44150
Dniva1555;AT2G44190
Dniva1563;AT2G44195
Dniva1553;AT2G44200
Dniva1546;AT2G44210
Dniva1544;AT2G44260
Dniva1561;AT2G44310
Dniva1560;AT2G44340
Dniva1528;AT2G44360
Dniva1538;AT2G44370
Dniva1554;AT2G44410
Dniva1543;AT2G44430
Dniva1531;AT2G44440
Dniva1557;AT2G44450
Dniva1600;AT2G44490
Dniva29661;AT2G44510
Dniva1607;AT2G44520
Dniva1598;AT2G44525
Dniva1573;AT2G44610
Dniva1597;AT2G44620
Dniva1582;AT2G44650
Dniva1575;AT2G44660
Dniva1589;AT2G44670
Dniva1602;AT2G44690
Dniva1585;AT2G44730
Dniva1568;AT2G44740
Dniva1579;AT2G44745
Dniva1567;AT2G44760
Dniva1593;AT2G44770
Dniva1566;AT2G44790
Dniva1609;AT2G44810
Dniva1608;AT2G44840
Dniva10049;AT2G44870
Dniva1233;AT2G44940
Dniva1210;AT2G44990
Dniva1215;AT2G45000
Dniva1225;AT2G45010
Dniva1226;AT2G45040
Dniva1207;AT2G45050
Dniva1203;AT2G45060
Dniva1209;AT2G45080
Dniva1224;AT2G45110
Dniva1196;AT2G45160
Dniva1222;AT2G45180
Dniva1291;AT2G45200
Dniva1308;AT2G45210
Dniva1285;AT2G45220
Dniva1324;AT2G45270
Dniva1325;AT2G45280
Dniva1292;AT2G45320
Dniva1309;AT2G45340
Dniva1306;AT2G45360
Dniva1286;AT2G45400
Dniva1329;AT2G45410
Dniva1665;AT2G45420
Dniva1663;AT2G45430
Dniva1641;AT2G45450
Dniva1637;AT2G45520
Dniva1671;AT2G45590
Dniva1677;AT2G45610
Dniva1669;AT2G45650
Dniva1650;AT2G45660
Dniva1639;AT2G45680
Dniva1638;AT2G45690
Dniva1757;AT2G45730
Dniva1827;AT2G45760
Dniva1808;AT2G45770
Dniva1810;AT2G45790
Dniva1755;AT2G45800
Dniva1763;AT2G45820
Dniva1815;AT2G45840
Dniva1773;AT2G45860
Dniva1796;AT2G45890
Dniva1765;AT2G45980
Dniva1782;AT2G46050
Dniva1754;AT2G46060
Dniva1768;AT2G46070
Dniva1780;AT2G46080
Dniva1791;AT2G46090
Dniva1784;AT2G46140
Dniva1766;AT2G46180
Dniva1814;AT2G46220
Dniva1795;AT2G46225
Dniva1783;AT2G46240
Dniva1781;AT2G46300
Dniva1826;AT2G46310
Dniva1880;AT2G46360
Dniva1829;AT2G46410
Dniva1870;AT2G46470
Dniva1876;AT2G46490
Dniva1854;AT2G46505
Dniva1847;AT2G46510
Dniva1859;AT2G46520
Dniva1865;AT2G46535
Dniva1841;AT2G46540
Dniva1858;AT2G46570
Dniva1850;AT2G46580
Dniva1879;AT2G46630
Dniva1868;AT2G46650
Dniva1866;AT2G46690
Dniva1833;AT2G46700
Dniva1871;AT2G46735
Dniva1443;AT2G46770
Dniva1474;AT2G46850
Dniva1460;AT2G46890
Dniva1477;AT2G46900
Dniva1481;AT2G46910
Dniva1446;AT2G46940
Dniva1339;AT2G47180
Dniva1335;AT2G47260
Dniva1345;AT2G47270
Dniva1371;AT2G47310
Dniva1357;AT2G47320
Dniva1344;AT2G47330
Dniva6543;AT2G47360
Dniva1337;AT2G47390
Dniva1353;AT2G47420
Dniva32181;AT2G47450
Dniva1264;AT2G47460
Dniva1271;AT2G47470
Dniva1279;AT2G47485
Dniva1274;AT2G47490
Dniva20042;AT2G47520
Dniva1282;AT2G47530
Dniva1261;AT2G47580
Dniva1262;AT2G47590
Dniva1239;AT2G47600
Dniva1283;AT2G47670
Dniva1253;AT2G47710
Dniva1241;AT2G47750
Dniva1139;AT2G47770
Dniva1117;AT2G47780
Dniva1099;AT2G47810
Dniva1123;AT2G47850
Dniva1121;AT2G47860
Dniva1104;AT2G47900
Dniva1126;AT2G47960
Dniva1131;AT2G47980
Dniva1107;AT2G48000
Dniva1138;AT2G48010
Dniva1102;AT2G48060
Dniva1106;AT2G48080
Dniva1128;AT2G48110
Dniva1101;AT2G48140
Dniva16545;AT3G01015
Dniva16538;AT3G01060
Dniva16575;AT3G01070
Dniva16546;AT3G01160
Dniva16578;AT3G01175
Dniva16539;AT3G01200
Dniva16593;AT3G01240
Dniva16594;AT3G01250
Dniva16626;AT3G01280
Dniva16615;AT3G01290
Dniva16602;AT3G01311
Dniva16541;AT3G01370
Dniva16574;AT3G01380
Dniva16696;AT3G01420
Dniva16645;AT3G01440
Dniva16646;AT3G01460
Dniva16687;AT3G01490
Dniva16702;AT3G01500
Dniva16698;AT3G01510
Dniva16704;AT3G01513
Dniva16657;AT3G01520
Dniva16694;AT3G01530
Dniva16689;AT3G01570
Dniva16669;AT3G01600
Dniva16674;AT3G01660
Dniva16667;AT3G01680
Dniva16693;AT3G01720
Dniva16659;AT3G01730
Dniva16679;AT3G01740
Dniva16644;AT3G01780
Dniva16670;AT3G01800
Dniva16685;AT3G01820
Dniva16682;AT3G01840
Dniva16703;AT3G01900
Dniva16772;AT3G01940
Dniva16722;AT3G01950
Dniva16748;AT3G01960
Dniva16771;AT3G02000
Dniva16728;AT3G02030
Dniva16746;AT3G02040
Dniva16736;AT3G02050
Dniva16571;AT3G02080
Dniva16552;AT3G02120
Dniva16549;AT3G02125
Dniva16534;AT3G02130
Dniva16569;AT3G02140
Dniva16576;AT3G02210
Dniva16583;AT3G02220
Dniva16967;AT3G02300
Dniva16783;AT3G02310
Dniva16789;AT3G02420
Dniva16826;AT3G02430
Dniva16781;AT3G02450
Dniva16812;AT3G02460
Dniva16817;AT3G02480
Dniva16831;AT3G02493
Dniva16793;AT3G02550
Dniva16779;AT3G02570
Dniva16819;AT3G02600
Dniva16827;AT3G02640
Dniva16757;AT3G02650
Dniva16753;AT3G02680
Dniva16760;AT3G02690
Dniva16751;AT3G02710
Dniva16755;AT3G02720
Dniva16725;AT3G02730
Dniva16749;AT3G02740
Dniva16739;AT3G02800
Dniva16769;AT3G02840
Dniva16466;AT3G02910
Dniva16506;AT3G02960
Dniva16514;AT3G02970
Dniva16468;AT3G02990
Dniva16471;AT3G03000
Dniva16486;AT3G03060
Dniva16519;AT3G03070
Dniva16526;AT3G03100
Dniva16507;AT3G03130
Dniva16473;AT3G03140
Dniva16503;AT3G03150
Dniva16493;AT3G03160
Dniva16476;AT3G03170
Dniva16474;AT3G03180
Dniva16505;AT3G03200
Dniva16469;AT3G03210
Dniva16524;AT3G03220
Dniva16527;AT3G03230
Dniva16511;AT3G03270
Dniva16530;AT3G03272
Dniva16403;AT3G03280
Dniva16433;AT3G03305
Dniva16438;AT3G03310
Dniva16407;AT3G03320
Dniva16439;AT3G03330
Dniva16461;AT3G03341
Dniva16406;AT3G03380
Dniva16454;AT3G03400
Dniva16412;AT3G03420
Dniva16408;AT3G03440
Dniva16450;AT3G03460
Dniva16443;AT3G03470
Dniva16416;AT3G03500
Dniva16447;AT3G03520
Dniva16458;AT3G03550
Dniva16437;AT3G03560
Dniva16415;AT3G03570
Dniva16459;AT3G03600
Dniva16414;AT3G03610
Dniva16436;AT3G03630
Dniva16411;AT3G03640
Dniva16431;AT3G03650
Dniva16402;AT3G03680
Dniva16432;AT3G03690
Dniva16422;AT3G03700
Dniva16413;AT3G03710
Dniva16630;AT3G03720
Dniva18236;AT3G03820
Dniva16617;AT3G03826
Dniva16935;AT3G03880
Dniva16955;AT3G03890
Dniva18222;AT3G03930
Dniva16942;AT3G03960
Dniva16931;AT3G03990
Dniva16858;AT3G04070
Dniva16868;AT3G04090
Dniva16841;AT3G04140
Dniva16863;AT3G04240
Dniva16860;AT3G04260
Dniva16876;AT3G04270
Dniva16864;AT3G04290
Dniva16833;AT3G04300
Dniva16983;AT3G04340
Dniva16998;AT3G04360
Dniva16047;AT3G04430
Dniva16977;AT3G04460
Dniva23334;AT3G04470
Dniva17006;AT3G04480
Dniva17004;AT3G04490
Dniva16972;AT3G04510
Dniva17010;AT3G04530
Dniva16976;AT3G04560
Dniva17001;AT3G04570
Dniva16997;AT3G04620
Dniva17012;AT3G04700
Dniva17007;AT3G04710
Dniva16974;AT3G04730
Dniva16989;AT3G04735
Dniva17002;AT3G04740
Dniva16888;AT3G04750
Dniva16877;AT3G04780
Dniva16907;AT3G04790
Dniva16878;AT3G04820
Dniva16880;AT3G04850
Dniva16891;AT3G04860
Dniva16889;AT3G04880
Dniva16913;AT3G04903
Dniva16906;AT3G04910
Dniva16885;AT3G04945
Dniva16922;AT3G04950
Dniva16899;AT3G04990
Dniva16908;AT3G05010
Dniva16895;AT3G05020
Dniva17033;AT3G05070
Dniva17054;AT3G05110
Dniva17035;AT3G05120
Dniva17032;AT3G05170
Dniva17066;AT3G05180
Dniva17031;AT3G05200
Dniva17489;AT3G05230
Dniva17499;AT3G05240
Dniva17503;AT3G05290
Dniva17510;AT3G05327
Dniva17507;AT3G05330
Dniva17501;AT3G05390
Dniva17481;AT3G05460
Dniva17303;AT3G05470
Dniva17281;AT3G05500
Dniva17275;AT3G05520
Dniva17296;AT3G05540
Dniva17272;AT3G05545
Dniva17293;AT3G05600
Dniva17301;AT3G05620
Dniva17279;AT3G05725
Dniva17304;AT3G05741
Dniva17153;AT3G05800
Dniva17152;AT3G05858
Dniva17211;AT3G05937
Dniva17188;AT3G05940
Dniva17155;AT3G05980
Dniva17177;AT3G05990
Dniva17209;AT3G06000
Dniva17192;AT3G06030
Dniva17201;AT3G06035
Dniva17141;AT3G06050
Dniva17142;AT3G06070
Dniva17097;AT3G06090
Dniva17127;AT3G06100
Dniva17111;AT3G06120
Dniva17131;AT3G06145
Dniva17147;AT3G06150
Dniva17109;AT3G06170
Dniva17123;AT3G06260
Dniva17100;AT3G06270
Dniva10959;AT3G06280
Dniva17138;AT3G06350
Dniva17115;AT3G06360
Dniva17135;AT3G06390
Dniva17130;AT3G06410
Dniva17126;AT3G06420
Dniva17086;AT3G06483
Dniva17067;AT3G06490
Dniva17072;AT3G06500
Dniva17070;AT3G06510
Dniva17071;AT3G06540
Dniva17245;AT3G06550
Dniva17241;AT3G06580
Dniva17216;AT3G06610
Dniva17229;AT3G06660
Dniva17230;AT3G06730
Dniva17233;AT3G06740
Dniva17217;AT3G06760
Dniva17242;AT3G06770
Dniva17244;AT3G06778
Dniva17260;AT3G06780
Dniva17223;AT3G06810
Dniva17213;AT3G06840
Dniva17649;AT3G06860
Dniva17635;AT3G06868
Dniva17646;AT3G06890
Dniva24062;AT3G06895
Dniva17661;AT3G06910
Dniva17648;AT3G06950
Dniva17639;AT3G06980
Dniva17665;AT3G07020
Dniva17636;AT3G07080
Dniva17650;AT3G07120
Dniva17658;AT3G07130
Dniva17678;AT3G07150
Dniva17670;AT3G07180
Dniva17673;AT3G07190
Dniva17657;AT3G07210
Dniva17655;AT3G07230
Dniva17669;AT3G07255
Dniva17634;AT3G07270
Dniva17379;AT3G07290
Dniva17385;AT3G07310
Dniva17349;AT3G07350
Dniva17348;AT3G07360
Dniva17378;AT3G07370
Dniva17366;AT3G07410
Dniva1631;AT3G07450
Dniva17350;AT3G07480
Dniva17387;AT3G07510
Dniva17373;AT3G07520
Dniva17377;AT3G07560
Dniva17357;AT3G07565
Dniva17386;AT3G07568
Dniva17368;AT3G07620
Dniva17458;AT3G07640
Dniva17462;AT3G07660
Dniva17438;AT3G07670
Dniva17455;AT3G07680
Dniva17449;AT3G07690
Dniva17457;AT3G07720
Dniva17439;AT3G07790
Dniva17463;AT3G07800
Dniva17451;AT3G07810
Dniva17448;AT3G07880
Dniva17441;AT3G07900
Dniva17476;AT3G07910
Dniva17440;AT3G07970
Dniva17450;AT3G07990
Dniva17464;AT3G08000
Dniva17437;AT3G08010
Dniva17443;AT3G08030
Dniva17541;AT3G08490
Dniva17540;AT3G08500
Dniva17530;AT3G08550
Dniva20929;AT3G08560
Dniva20966;AT3G08570
Dniva17527;AT3G08600
Dniva17542;AT3G08610
Dniva17553;AT3G08650
Dniva17535;AT3G08670
Dniva17534;AT3G08790
Dniva17555;AT3G08820
Dniva17604;AT3G08910
Dniva17595;AT3G08920
Dniva17591;AT3G08950
Dniva17593;AT3G09000
Dniva17582;AT3G09010
Dniva17620;AT3G09030
Dniva17623;AT3G09032
Dniva17583;AT3G09035
Dniva17579;AT3G09050
Dniva17617;AT3G09070
Dniva17627;AT3G09085
Dniva17605;AT3G09090
Dniva17611;AT3G09210
Dniva17609;AT3G09220
Dniva17581;AT3G09230
Dniva17420;AT3G09280
Dniva17406;AT3G09290
Dniva17425;AT3G09310
Dniva17421;AT3G09320
Dniva17417;AT3G09410
Dniva17398;AT3G09450
Dniva17424;AT3G09470
Dniva17411;AT3G09500
Dniva17396;AT3G09520
Dniva17399;AT3G09530
Dniva17431;AT3G09590
Dniva17775;AT3G09650
Dniva17792;AT3G09660
Dniva17784;AT3G09735
Dniva17776;AT3G09740
Dniva17791;AT3G09760
Dniva17789;AT3G09780
Dniva17785;AT3G09850
Dniva17772;AT3G09860
Dniva17796;AT3G09870
Dniva17780;AT3G09900
Dniva17798;AT3G09925
Dniva17788;AT3G09950
Dniva17684;AT3G09980
Dniva17696;AT3G10030
Dniva17688;AT3G10060
Dniva17695;AT3G10070
Dniva17706;AT3G10130
Dniva17685;AT3G10140
Dniva17707;AT3G10160
Dniva17686;AT3G10190
Dniva17701;AT3G10210
Dniva17689;AT3G10220
Dniva17704;AT3G10230
Dniva18113;AT3G10320
Dniva18116;AT3G10360
Dniva18098;AT3G10370
Dniva18093;AT3G10390
Dniva18118;AT3G10410
Dniva18095;AT3G10420
Dniva18131;AT3G10460
Dniva18092;AT3G10470
Dniva18115;AT3G10520
Dniva18063;AT3G10595
Dniva18051;AT3G10620
Dniva18082;AT3G10630
Dniva18078;AT3G10670
Dniva18049;AT3G10680
Dniva18068;AT3G10690
Dniva18066;AT3G10700
Dniva18064;AT3G10770
Dniva18050;AT3G10800
Dniva18074;AT3G10815
Dniva17847;AT3G10850
Dniva17837;AT3G10870
Dniva17836;AT3G10890
